Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Art Dept / Set Construction Crew,Art Coordinator,Agency,Day,US-NY,750.00,800.00,USD,EG_APR_JH ratecard,,319.15,K,
Art Dept / Set Construction Crew,Production Assistants (P.A.'s) (Art PA),Agency,Day,US-NY,250.00,300.00,USD,EG_APR_JH ratecard,,106.38,J,
Art Dept / Set Construction Crew,Construction Coordinator,Agency,Day,US-NY,775.00,875.00,USD,EG_APR_JH ratecard,,329.79,K,
Art Dept / Set Construction Crew,SPFX Foreperson,Agency,Day,US-NY,625.00,650.00,USD,EG_APR_JH ratecard,,265.96,J,
Art Dept / Set Construction Crew,Lead Effects,Agency,Day,US-NY,750.00,823.00,USD,EG_APR_JH ratecard,,319.15,K,
Asset Management,Data Management Associate (US - Contract),Contractor,Day,US-CHI,596,596,USD,EG_JH Resource Calc,,253.62,J,
Asset Management,Data Management Associate (US - Contract),Contractor,Day,US-LA,652,652,USD,EG_JH Resource Calc,,277.45,J,
Asset Management,Data Management Associate (US - Contract),Contractor,Day,US-NY,665.6,665.6,USD,EG_JH Resource Calc,,283.23,K,
Asset Management,Data Management Associate (US - Contract),Contractor,Day,UK-LON,596.4,596.4,GBP,EG_JH Resource Calc,,253.79,K,
Brand Design,Brand Designer,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Brand Design,Creative Specialist (UK - Contract),Contractor,Day,UK-LON,587.5,587.5,GBP,EG_JH Resource Calc,,250.0,K,
Brand Design,Designer I - Non IT (UK - Contract),Contractor,Day,UK-LON,412.68,412.68,GBP,EG_JH Resource Calc,,175.61,J,
Brand Design,Designer II- Non IT (UK - Contract),Contractor,Day,UK-LON,475,501.73,GBP,EG_JH Resource Calc,,202.13,J,
Brand Design,Graphic Designer III (UK - Contract),Contractor,Day,UK-LON,617.5,617.5,GBP,EG_JH Resource Calc,,262.77,K,
Brand Design,Junior Brand Designer,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Brand Design,Junior Digital Designer,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Brand Design,UX - Designer,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Brand Design,Digital Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,Motion Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,Senior Brand Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,Senior Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,Senior Digital Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,Senior Motion Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,UX - Senior Designer,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Design,ACD - Design,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Brand Design,UX - Senior Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Brand Design,CD - Brand Design,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Brand Design,CD - Digital Design,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Brand Design,Executive Presentation Design Director,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Brand Design,Head of Brand Design,FTE,Day,UK-LON,1252.49,1252.49,GBP,EG_JH Resource Calc,,532.97,N,
Brand Design,Brand Designer,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Brand Design,Junior Brand Designer,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Brand Design,Junior Digital Designer,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Brand Design,UX - Designer,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Brand Design,Digital Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,Motion Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,Senior Brand Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,Senior Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,Senior Digital Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,Senior Motion Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,UX - Senior Designer,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Design,ACD - Design,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Brand Design,UX - Senior Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Brand Design,CD - Brand Design,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Brand Design,CD - Digital Design,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Brand Design,Executive Presentation Design Director,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Brand Design,Head of Brand Design,FTE,Day,US-AUS,"1,561.45","1,561.45",USD,EG_JH Resource Calc,,664.45,N,
Brand Design,Brand Designer,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Junior Brand Designer,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Junior Digital Designer,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,UX - Designer,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Digital Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Motion Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Brand Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Digital Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Motion Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,UX - Senior Designer,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,ACD - Design,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design,UX - Senior Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design,CD - Brand Design,FTE,Day,US-SF,"1,360.34","1,360.34",USD,EG_JH Resource Calc,,578.87,M,
Brand Design,CD - Digital Design,FTE,Day,US-SF,"1,360.36","1,360.36",USD,EG_JH Resource Calc,,578.88,M,
Brand Design,Executive Presentation Design Director,FTE,Day,US-SF,"1,360.45","1,360.45",USD,EG_JH Resource Calc,,578.91,M,
Brand Design,Head of Brand Design,FTE,Day,US-SF,"1,725.93","1,725.93",USD,EG_JH Resource Calc,,734.44,N,
Brand Design,Brand Designer,FTE,Day,US-SEA,377.13,470.17,USD,EG_JH Resource Calc,,160.48,J,
Brand Design,Junior Brand Designer,FTE,Day,US-SEA,470.17,558.32,USD,EG_JH Resource Calc,,200.07,J,
Brand Design,Junior Digital Designer,FTE,Day,US-SEA,470.17,558.32,USD,EG_JH Resource Calc,,200.07,J,
Brand Design,UX - Designer,FTE,Day,US-SEA,470.17,558.32,USD,EG_JH Resource Calc,,200.07,J,
Brand Design,Digital Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,Motion Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,Senior Brand Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,Senior Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,Senior Digital Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,Senior Motion Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,UX - Senior Designer,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Design,ACD - Design,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Brand Design,UX - Senior Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Brand Design,CD - Brand Design,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Brand Design,CD - Digital Design,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Brand Design,Executive Presentation Design Director,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Brand Design,Head of Brand Design,FTE,Day,US-SEA,"1,527.91","1,527.91",USD,EG_JH Resource Calc,,650.17,N,
Brand Design,Brand Designer,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Junior Brand Designer,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Junior Digital Designer,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,UX - Designer,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Design,Digital Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Motion Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Brand Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Digital Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,Senior Motion Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,UX - Senior Designer,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Design,ACD - Design,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design,UX - Senior Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design,CD - Brand Design,FTE,Day,US-LA,"1,360.34","1,360.34",USD,EG_JH Resource Calc,,578.87,M,
Brand Design,CD - Digital Design,FTE,Day,US-LA,"1,360.36","1,360.36",USD,EG_JH Resource Calc,,578.88,M,
Brand Design,Executive Presentation Design Director,FTE,Day,US-LA,"1,360.45","1,360.45",USD,EG_JH Resource Calc,,578.91,M,
Brand Design,Head of Brand Design,FTE,Day,US-LA,"1,725.93","1,725.93",USD,EG_JH Resource Calc,,734.44,N,
Brand Design Photography,Photo Editor,FTE,Day,UK-LON,436.69,540.53,GBP,EG_JH Resource Calc,,185.83,J,
Brand Design Photography,Photo Retoucher,FTE,Day,UK-LON,436.69,540.53,GBP,EG_JH Resource Calc,,185.83,J,
Brand Design Photography,Producer - Photo,FTE,Day,UK-LON,436.69,540.53,GBP,EG_JH Resource Calc,,185.83,J,
Brand Design Photography,Photo Operations Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Brand Design Photography,Senior Producer - Photo,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Brand Design Photography,CD - Photography,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Brand Design Photography,Photo Editor,FTE,Day,US-AUS,583.55,711.96,USD,EG_JH Resource Calc,,248.32,J,
Brand Design Photography,Photo Retoucher,FTE,Day,US-AUS,583.55,711.96,USD,EG_JH Resource Calc,,248.32,J,
Brand Design Photography,Producer - Photo,FTE,Day,US-AUS,583.55,711.96,USD,EG_JH Resource Calc,,248.32,J,
Brand Design Photography,Photo Operations Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Brand Design Photography,Senior Producer - Photo,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Brand Design Photography,CD - Photography,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Brand Design Photography,Photo Editor,FTE,Day,US-SF,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Photo Retoucher,FTE,Day,US-SF,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Producer - Photo,FTE,Day,US-SF,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Photo Operations Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design Photography,Senior Producer - Photo,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design Photography,CD - Photography,FTE,Day,US-SF,"1,360.38","1,360.38",USD,EG_JH Resource Calc,,578.89,M,
Brand Design Photography,Photo Editor,FTE,Day,US-SEA,558.32,685.64,USD,EG_JH Resource Calc,,237.58,J,
Brand Design Photography,Photo Retoucher,FTE,Day,US-SEA,558.32,685.64,USD,EG_JH Resource Calc,,237.58,J,
Brand Design Photography,Producer - Photo,FTE,Day,US-SEA,558.32,685.64,USD,EG_JH Resource Calc,,237.58,J,
Brand Design Photography,Photo Operations Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Brand Design Photography,Senior Producer - Photo,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Brand Design Photography,CD - Photography,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Brand Design Photography,Photo Editor,FTE,Day,US-LA,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Photo Retoucher,FTE,Day,US-LA,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Producer - Photo,FTE,Day,US-LA,653.47,799.72,USD,EG_JH Resource Calc,,278.07,J,
Brand Design Photography,Photo Operations Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design Photography,Senior Producer - Photo,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Design Photography,CD - Photography,FTE,Day,US-LA,"1,360.38","1,360.38",USD,EG_JH Resource Calc,,578.89,M,
Brand Integration,Brand Integration - Associate Manager,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Brand Integration,Brand Integration - Manager,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Brand Integration,Marketing Manager II (UK - Contract),Contractor,Day,UK-LON,697.5,715,GBP,EG_JH Resource Calc,,296.81,L,
Brand Integration,Marketing Manager II (US - Contract),Contractor,Day,US-National,798.88,1368.8,USD,EG_JH Resource Calc,,339.95,K,
Brand Integration,Marketing Manager III (US - Contract),Contractor,Day,US-National,1033.2,1416,USD,EG_JH Resource Calc,,439.66,L,
Brand Integration,Marketing Manager III (UK - Contract),Contractor,Day,UK-National,805.9,1104.48,GBP,EG_JH Resource Calc,,342.94,L,
Brand Integration,Brand Integration - Senior Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Brand Integration,Brand Integration - Director,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Brand Integration,Brand Integration - Senior Director,FTE,Day,UK-LON,1252.49,1252.49,GBP,EG_JH Resource Calc,,532.97,N,
Brand Integration,Brand Integration - Associate Manager,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Brand Integration,Brand Integration - Manager,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Brand Integration,Brand Integration - Senior Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Brand Integration,Brand Integration - Director,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Brand Integration,Brand Integration - Senior Director,FTE,Day,US-AUS,"1,561.45","1,561.45",USD,EG_JH Resource Calc,,664.45,N,
Brand Integration,Brand Integration - Associate Manager,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Integration,Brand Integration - Manager,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Integration,Brand Integration - Senior Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Integration,Brand Integration - Director,FTE,Day,US-SF,"1,360.32","1,360.32",USD,EG_JH Resource Calc,,578.86,M,
Brand Integration,Brand Integration - Senior Director,FTE,Day,US-SF,"1,725.93","1,725.93",USD,EG_JH Resource Calc,,734.44,N,
Brand Integration,Brand Integration - Associate Manager,FTE,Day,US-SEA,377.13,470.17,USD,EG_JH Resource Calc,,160.48,J,
Brand Integration,Brand Integration - Manager,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Brand Integration,Brand Integration - Senior Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Brand Integration,Brand Integration - Director,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Brand Integration,Brand Integration - Senior Director,FTE,Day,US-SEA,"1,527.91","1,527.91",USD,EG_JH Resource Calc,,650.17,N,
Brand Integration,Brand Integration - Associate Manager,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Brand Integration,Brand Integration - Manager,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Brand Integration,Brand Integration - Senior Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Brand Integration,Brand Integration - Director,FTE,Day,US-LA,"1,360.32","1,360.32",USD,EG_JH Resource Calc,,578.86,M,
Brand Integration,Brand Integration - Senior Director,FTE,Day,US-LA,"1,725.93","1,725.93",USD,EG_JH Resource Calc,,734.44,N,
Business Affairs,Business Affairs - Specialist,FTE,Day,UK-LON,436.69,436.69,GBP,EG_JH Resource Calc,,185.83,J,
Business Affairs,Business Affairs - Manager,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Business Affairs,Business Affairs - Senior Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Business Affairs,Senior Business Affairs Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Business Affairs,Business Affairs - Director,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Business Affairs,Assistant Business Manager,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Business Affairs,Assistant Business Manager,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match,246.81,K,
Business Affairs,Assistant Business Manager,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match,329.79,L,
Business Affairs,Assistant Business Manager,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match,51.91,K,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Business Affairs,Assistant Business Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Business Affairs,Assistant Business Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Business Affairs,Assistant Business Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Business Affairs,Assistant Business Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Business Affairs,Business Manager,FTE,Hour,UK-LON,130.00,130.00,GBP,OP_Content Lab,Exact Rate Match,55.32,M,
Business Affairs,Business Manager,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Business Affairs,Business Manager,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Business Affairs,Business Manager,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Business Affairs,Business Manager,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Business Affairs,Business Manager,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Business Affairs,Business Manager,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Business Affairs,Business Manager,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Business Affairs,Business Manager,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Business Affairs,Business Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
